user_id,used_before,age_group,gender,time,freq_use,style,style,style,style,style,style,style,style,style,color,color,color,color,color,color,color,color,color,mbti,purpose,purpose,purpose,purpose,purpose,purpose,purpose, 
665,Yes,30s,M,morning,daily,casual,,,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,ESTJ,good_impression,,self_satisfaction,,,,,above_200k
666,Yes,40s,F,anytime,daily,,"minimal, simple",,,,,,"modern, chic",freestyle,white,black,,,,,,,,ISFJ,good_impression,mood_boost,,date_or_social,,,,above_200k
667,Yes,40s,M,afternoon,weekly,,,,"classic, suit",,,,,,,black,,,,,,,,INFJ,good_impression,,,,,,,below_50k
668,Yes,30s,M,anytime,rarely,casual,,,,,,,,,,black,"beige, brown",,,,,purple,,INFP,good_impression,,,,,,,below_50k
669,Yes,40s,M,morning,daily,casual,,,,,,,,,white,,,,,,,,,ISTJ,,,self_satisfaction,,,,,above_200k
670,Yes,50s,F,morning,daily,,"minimal, simple",,"classic, suit",,,,,,,,"beige, brown",blue,,,,,,ESTJ,good_impression,,,,formal_occasion,,,above_200k
671,Yes,40s,M,morning,daily,,,,"classic, suit",,,,,,,,,blue,,,,,,INTJ,good_impression,,,,,,,50k_to_100k
672,Yes,30s,F,anytime,rarely,casual,"minimal, simple",street,,,,sporty,,,white,black,,,"pink, coral",,,purple,,ISTJ,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
673,Yes,30s,M,morning,daily,,,,,,,,"modern, chic",,,black,,,,,,,,ESTJ,,,self_satisfaction,,,,,50k_to_100k
674,Yes,40s,M,morning,daily,casual,,street,,,,,,,white,black,"beige, brown",,,,"green, mint",,,ENTJ,good_impression,,self_satisfaction,,,,,50k_to_100k
675,Yes,40s,M,morning,daily,,,,,,,,,freestyle,,black,,,,,,,,INFJ,good_impression,mood_boost,self_satisfaction,,,,unique_style,50k_to_100k
676,Yes,40s,M,morning,daily,casual,"minimal, simple",,,,,,,,,,"beige, brown",blue,,,,,,ESTJ,,,self_satisfaction,,,,,100k_to_200k
677,Yes,30s,M,morning,daily,casual,"minimal, simple",street,,,,,"modern, chic",freestyle,white,black,"beige, brown",blue,,,,,,ENTP,good_impression,mood_boost,self_satisfaction,,formal_occasion,,,50k_to_100k
678,Yes,40s,F,morning,weekly,,,,,,,,,freestyle,white,black,,blue,,,,,,ESFJ,good_impression,mood_boost,,,,,,100k_to_200k
679,Yes,30s,M,morning,daily,,,,,,,,,freestyle,,,"beige, brown",,,,,,,ENFJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,above_200k
680,Yes,30s,M,morning,daily,casual,,,,,,,"modern, chic",freestyle,white,black,"beige, brown",,,,,,,ENFP,good_impression,mood_boost,,,,,unique_style,below_50k
681,Yes,50s,M,morning,weekly,,"minimal, simple",,,,,,,,white,black,,blue,,,,,,INTJ,good_impression,,,,,,,below_50k
682,Yes,40s,M,morning,rarely,casual,,,,,,,,,,,"beige, brown",,,,"green, mint",,,ESFJ,,mood_boost,self_satisfaction,,formal_occasion,,,50k_to_100k
683,Yes,20s,M,morning,weekly,casual,,,,,,,,,white,black,"beige, brown",blue,,,,,,ISFJ,,mood_boost,self_satisfaction,,,,,100k_to_200k
684,Yes,30s,M,morning,weekly,casual,,,,,,,,,,black,"beige, brown",,,,,,,ENTJ,good_impression,mood_boost,,,,,,50k_to_100k
685,Yes,20s,F,morning,daily,casual,,,"classic, suit",,,,,,white,black,,,,,,,,ESFP,good_impression,,self_satisfaction,,,,,50k_to_100k
686,Yes,30s,F,anytime,daily,,,,,,,,,freestyle,white,black,"beige, brown",blue,,,,,,ESFP,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
687,Yes,30s,M,morning,weekly,,"minimal, simple",,,"romantic, lovely",,,,,,,,blue,,,"green, mint",,,ESTJ,good_impression,,,date_or_social,,,,50k_to_100k
688,Yes,20s,M,morning,daily,casual,,,"classic, suit",,,,,,,black,"beige, brown",blue,,,,,,ESTP,good_impression,,self_satisfaction,,formal_occasion,,,50k_to_100k
689,Yes,30s,F,afternoon,rarely,casual,,,,"romantic, lovely",,,"modern, chic",,,,"beige, brown",,"pink, coral",,"green, mint",,"yellow, orange",ISFP,,,self_satisfaction,,,,,100k_to_200k
690,Yes,20s,F,morning,daily,,,street,,,,,"modern, chic",freestyle,white,,,,"pink, coral",,,purple,,ISFJ,,mood_boost,self_satisfaction,,formal_occasion,,,100k_to_200k
691,Yes,40s,M,morning,daily,casual,"minimal, simple",,,,,,,freestyle,white,black,"beige, brown",blue,,,,,,ENTJ,good_impression,mood_boost,,,formal_occasion,special_event,unique_style,100k_to_200k
692,Yes,30s,M,morning,daily,casual,,,"classic, suit",,,,,,,black,"beige, brown",,,,,,,ENTJ,good_impression,,,date_or_social,formal_occasion,,,above_200k
693,Yes,30s,F,morning,daily,casual,,,,,,,"modern, chic",,white,black,"beige, brown",,,,,,,ENFJ,,,self_satisfaction,,,,,100k_to_200k
694,Yes,40s,M,morning,daily,casual,"minimal, simple",,,,,,,freestyle,white,black,,,,,,,,INFP,,,,,formal_occasion,,,below_50k
695,Yes,30s,F,anytime,daily,casual,"minimal, simple",,,,,,,,,,,blue,"pink, coral",,,purple,,INFJ,good_impression,mood_boost,,,,,,50k_to_100k
696,Yes,20s,F,morning,weekly,casual,"minimal, simple",,,,,,,,white,black,,,,,,,,ISTJ,good_impression,mood_boost,self_satisfaction,,,,,above_200k
697,Yes,50s,M,morning,rarely,,,,"classic, suit",,,,,,,,,blue,,,,,,INFJ,,,self_satisfaction,,,,,50k_to_100k
698,Yes,30s,M,morning,weekly,casual,,,"classic, suit",,,,"modern, chic",,white,black,"beige, brown",,,,,,,ESFJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,above_200k
699,Yes,30s,F,morning,weekly,casual,,,"classic, suit","romantic, lovely",,,"modern, chic",,white,,"beige, brown",,,,"green, mint",,"yellow, orange",INFP,good_impression,mood_boost,,date_or_social,,special_event,unique_style,50k_to_100k
700,Yes,20s,F,morning,rarely,casual,,,,,,,,,white,,"beige, brown",,,,"green, mint",,"yellow, orange",ISFJ,good_impression,mood_boost,,date_or_social,,,,50k_to_100k
701,Yes,20s,F,morning,daily,casual,"minimal, simple",,"classic, suit",,,,,,,black,,blue,,,"green, mint",,,ESTP,good_impression,mood_boost,self_satisfaction,,formal_occasion,,,100k_to_200k
702,Yes,40s,F,morning,daily,,,,"classic, suit","romantic, lovely",,,,,white,black,,,,,,,,INFP,,mood_boost,,,,,,100k_to_200k
703,Yes,30s,M,morning,daily,casual,,,"classic, suit",,,,,,white,,,blue,,red,,,,ISTJ,good_impression,,self_satisfaction,,,,,50k_to_100k
704,Yes,40s,M,morning,weekly,casual,,,"classic, suit",,,sporty,,freestyle,,black,,,,red,"green, mint",purple,,INFP,,mood_boost,self_satisfaction,,,,,50k_to_100k
705,Yes,40s,F,morning,daily,,"minimal, simple",,,,,,,,,black,,,,,,,,ESFJ,good_impression,mood_boost,,,,,,50k_to_100k
706,Yes,40s,M,morning,weekly,,,,"classic, suit",,,,,,,black,,,,,,,,ENTP,good_impression,,self_satisfaction,,,,,below_50k
707,Yes,40s,M,evening,rarely,casual,,,,,,,,,white,,,,,,"green, mint",,,INTJ,good_impression,,,date_or_social,,special_event,,below_50k
708,Yes,30s,F,morning,daily,casual,,,,,,,,,white,black,,blue,,,"green, mint",purple,,ENFP,good_impression,,self_satisfaction,,,,,above_200k
709,Yes,40s,M,morning,seasonal,,,,,,,,"modern, chic",,,black,"beige, brown",blue,,,,,,ISTP,good_impression,mood_boost,,,,,,50k_to_100k
710,Yes,30s,F,morning,weekly,casual,"minimal, simple",,,,,,,freestyle,white,black,"beige, brown",,,,,,,ESTJ,good_impression,,self_satisfaction,,,,,100k_to_200k
711,Yes,20s,M,morning,daily,casual,,,,,,,,,,black,,,,,,,,ISTJ,good_impression,,self_satisfaction,,,,,100k_to_200k
712,Yes,30s,M,morning,weekly,casual,,,"classic, suit",,,,,,,,,blue,,,,,,ENTP,good_impression,,,,,,,50k_to_100k
713,Yes,20s,M,morning,weekly,casual,,street,,,vintage,,,freestyle,white,black,"beige, brown",,,red,"green, mint",,,ESTJ,good_impression,mood_boost,self_satisfaction,date_or_social,,,,100k_to_200k
714,Yes,30s,M,morning,daily,,"minimal, simple",,"classic, suit",,,,,,white,black,,,,,,,,ESTP,,mood_boost,self_satisfaction,,,,,above_200k
715,Yes,20s,M,morning,daily,casual,,,,,vintage,,,,,,"beige, brown",,"pink, coral",,,,,ESTJ,good_impression,mood_boost,,,,,,50k_to_100k
716,Yes,30s,M,anytime,rarely,casual,"minimal, simple",,,,,,,freestyle,white,black,"beige, brown",,,,,,,INTP,good_impression,,,date_or_social,,special_event,,50k_to_100k
717,Yes,40s,M,morning,daily,,,,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,INTJ,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
718,Yes,40s,M,morning,weekly,casual,,,,,,,,,white,black,,,,,,purple,,INTP,good_impression,,self_satisfaction,,formal_occasion,,,50k_to_100k
719,Yes,30s,M,morning,weekly,casual,,,"classic, suit",,,,,,white,black,,blue,,red,,,,ESTP,,,,,formal_occasion,,,below_50k
720,Yes,30s,F,morning,weekly,casual,"minimal, simple",,,,,,,,,,,blue,,,,,,INFJ,,mood_boost,self_satisfaction,,,,unique_style,100k_to_200k
721,Yes,30s,M,morning,rarely,casual,"minimal, simple",,,,,,"modern, chic",,white,,"beige, brown",blue,,,,,,ESTJ,good_impression,mood_boost,self_satisfaction,,,special_event,,100k_to_200k
722,Yes,40s,M,afternoon,weekly,casual,,,"classic, suit","romantic, lovely",,,,,,black,,blue,,,,,,ESFJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,,50k_to_100k
723,Yes,30s,F,morning,daily,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",blue,,,,,,ISFP,good_impression,,self_satisfaction,,,,,50k_to_100k
724,Yes,30s,M,morning,daily,casual,,,,,,,"modern, chic",,white,black,"beige, brown",blue,,,,,,INFJ,good_impression,,self_satisfaction,,,,,above_200k
725,Yes,30s,F,morning,weekly,casual,"minimal, simple",,,,,,,,,,"beige, brown",,,,,,,ESTJ,,mood_boost,self_satisfaction,,,,,100k_to_200k
726,Yes,40s,M,evening,rarely,casual,,,"classic, suit",,,,,freestyle,,black,,,,red,,,,ESFJ,good_impression,,,date_or_social,,,,below_50k
727,Yes,20s,F,morning,weekly,casual,"minimal, simple",,,,,sporty,,,white,black,"beige, brown",blue,,,,,,ENFP,,mood_boost,self_satisfaction,,,,,100k_to_200k
728,Yes,40s,M,morning,rarely,casual,,street,,,,,,,white,black,,blue,,,,,,ENFP,good_impression,,,,,,,100k_to_200k
729,Yes,40s,M,morning,daily,casual,,,,,,,,,white,black,"beige, brown",blue,,,,,,ENFP,good_impression,,self_satisfaction,,formal_occasion,,,above_200k
730,Yes,40s,M,morning,daily,,,,,,,,,freestyle,white,black,"beige, brown",,,,,,"yellow, orange",INTP,good_impression,,,,,,,50k_to_100k
731,Yes,30s,M,morning,weekly,,"minimal, simple",,,,,,,,,black,,,,,,,,ISFP,,mood_boost,,,,,,50k_to_100k
732,Yes,30s,F,morning,daily,casual,,,,"romantic, lovely",,sporty,,,white,black,"beige, brown",,,,,,,ISFJ,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
733,Yes,40s,M,morning,seasonal,casual,,,"classic, suit",,,,,,white,,"beige, brown",,,,,,,ENFJ,good_impression,mood_boost,self_satisfaction,,formal_occasion,,unique_style,100k_to_200k
734,Yes,40s,M,morning,rarely,,,,,,,,,freestyle,white,black,"beige, brown",,,,,,,ESFJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,,,50k_to_100k
735,Yes,20s,M,morning,daily,casual,,,,,,,,,white,,,blue,,,,,,ENTJ,,,self_satisfaction,,,,,50k_to_100k
736,Yes,40s,F,morning,daily,,,,"classic, suit",,,,"modern, chic",,white,black,"beige, brown",,,,,,,ESFJ,good_impression,,,,,,,50k_to_100k
737,Yes,30s,F,morning,daily,,,,"classic, suit",,,,"modern, chic",,white,black,"beige, brown",blue,,,,,,ESTP,good_impression,mood_boost,self_satisfaction,date_or_social,,,,above_200k
738,Yes,30s,M,anytime,rarely,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",blue,,,"green, mint",,"yellow, orange",ESFJ,good_impression,,,date_or_social,,special_event,,below_50k
739,Yes,20s,F,morning,daily,casual,,,"classic, suit","romantic, lovely",,,,,white,,,,"pink, coral",,,,"yellow, orange",ESFJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,,100k_to_200k
740,Yes,30s,F,morning,weekly,,,,,,,,"modern, chic",,,,,blue,,,"green, mint",,,INFP,good_impression,mood_boost,,,,,,50k_to_100k
741,Yes,50s,M,morning,rarely,casual,,,,,,,,,,black,,,,,,,,ENFP,good_impression,,,,,,,50k_to_100k
742,Yes,20s,F,anytime,weekly,,,,,"romantic, lovely",,,,,,,"beige, brown",blue,,,,purple,,ESFJ,,mood_boost,,date_or_social,formal_occasion,,,50k_to_100k
743,Yes,40s,M,morning,daily,,,street,,,,sporty,,,,,,blue,,,"green, mint",,,ENTP,,,self_satisfaction,,formal_occasion,,,50k_to_100k
744,Yes,30s,M,morning,seasonal,casual,,,,,,,"modern, chic",,,,"beige, brown",blue,,,"green, mint",,,ISFJ,,,,date_or_social,formal_occasion,,,50k_to_100k
745,Yes,40s,M,morning,weekly,casual,,,,,,,,,white,black,,blue,,,,,,ISFP,good_impression,,,,,,,below_50k
746,Yes,40s,F,morning,daily,,"minimal, simple",,"classic, suit",,,,,,,black,"beige, brown",,,,,,,ESTJ,,mood_boost,,,,special_event,,100k_to_200k
747,Yes,20s,M,morning,daily,casual,,,,,,,,,,black,,blue,,,,,,ISTJ,,,self_satisfaction,,,,,100k_to_200k
748,Yes,30s,F,anytime,daily,,"minimal, simple",,,"romantic, lovely",,,,,white,,"beige, brown",,,,,,,ISFP,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
749,Yes,30s,F,morning,daily,casual,"minimal, simple",,,"romantic, lovely",,,,,white,black,"beige, brown",,,,,,,ISFJ,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
750,Yes,40s,M,morning,rarely,,,,"classic, suit",,,,,,,black,,blue,,,,,,ENTP,,mood_boost,self_satisfaction,,,,,50k_to_100k
751,Yes,40s,F,morning,daily,,"minimal, simple",,,,,,"modern, chic",,,black,"beige, brown",,,,,,,INFP,,,self_satisfaction,,formal_occasion,,unique_style,100k_to_200k
752,Yes,30s,F,morning,daily,casual,,,,,,,,,,,"beige, brown",,,,"green, mint",,,ESFJ,good_impression,mood_boost,self_satisfaction,,,,unique_style,100k_to_200k
753,Yes,30s,M,morning,daily,casual,,street,,,,,,,white,black,,blue,,,"green, mint",,,ESTP,good_impression,mood_boost,,,,,,100k_to_200k
754,Yes,20s,M,anytime,rarely,,"minimal, simple",,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,ESTJ,good_impression,,self_satisfaction,date_or_social,,,,100k_to_200k
755,Yes,20s,M,morning,rarely,casual,,,,,,,,freestyle,,black,,,,,,,,ESTJ,good_impression,,,date_or_social,formal_occasion,,,below_50k
756,Yes,20s,M,anytime,daily,casual,,,"classic, suit",,vintage,,,,,black,,,,,,,,ENTP,good_impression,mood_boost,,,,,,50k_to_100k
757,Yes,30s,M,morning,rarely,,,,,"romantic, lovely",,,,,white,black,,,,,"green, mint",,,INFP,good_impression,,self_satisfaction,,,,,50k_to_100k
758,Yes,30s,F,morning,daily,,,,"classic, suit",,,,,,white,,,blue,"pink, coral",,,,"yellow, orange",ISFP,good_impression,,self_satisfaction,,formal_occasion,,,100k_to_200k
759,Yes,30s,M,morning,daily,casual,,,,,,,,,white,black,"beige, brown",,,,,,,ENFJ,good_impression,,,,,,,50k_to_100k
760,Yes,30s,M,afternoon,weekly,,"minimal, simple",,,,,,,,,black,,,,,,,,ISTJ,,,,date_or_social,,,,50k_to_100k
761,Yes,20s,M,morning,daily,casual,,,,,,,,,white,black,"beige, brown",blue,,,,,,ESTP,good_impression,,,,,,,50k_to_100k
762,Yes,40s,F,morning,daily,casual,"minimal, simple",,,,,,"modern, chic",freestyle,white,black,"beige, brown",blue,"pink, coral",,,,,ESTJ,good_impression,,,,formal_occasion,special_event,,100k_to_200k
763,Yes,20s,F,anytime,rarely,casual,"minimal, simple",,,,,,,,white,black,,blue,,,,,,ESFJ,,,self_satisfaction,date_or_social,,special_event,,above_200k
764,Yes,20s,M,morning,daily,,"minimal, simple",,,,,,,freestyle,white,black,,blue,,,,,,INTP,good_impression,,,,,,unique_style,below_50k
765,Yes,30s,M,morning,daily,casual,"minimal, simple",,,,,,,,white,black,,,,,,,,INFP,,,self_satisfaction,,,,,50k_to_100k
766,Yes,20s,F,morning,daily,,"minimal, simple",,,,,,"modern, chic",freestyle,white,black,,,"pink, coral",,"green, mint",,,ESTP,,,self_satisfaction,,,,,below_50k
767,Yes,20s,F,morning,weekly,casual,,,,"romantic, lovely",vintage,,"modern, chic",,,,,blue,"pink, coral",,,purple,,ISTJ,good_impression,mood_boost,self_satisfaction,date_or_social,,,,100k_to_200k
768,Yes,30s,M,morning,daily,casual,"minimal, simple",,"classic, suit",,,,,,white,black,,blue,,,,,,ENFP,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,,unique_style,above_200k
769,Yes,30s,M,anytime,rarely,casual,"minimal, simple",,,,,,"modern, chic",freestyle,white,black,"beige, brown",blue,,,,,,INTP,good_impression,mood_boost,self_satisfaction,date_or_social,,,,below_50k
770,Yes,30s,M,morning,daily,,,,"classic, suit",,,,,,white,black,,blue,,,"green, mint",,,ISTJ,good_impression,mood_boost,,date_or_social,,,,above_200k
771,Yes,30s,M,morning,daily,,"minimal, simple",,,,,,,,white,black,"beige, brown",,,,,,,INTP,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,,unique_style,50k_to_100k
772,No,40s,M,,,casual,,,,,,,,freestyle,,black,,,,,,,,ISFJ,good_impression,mood_boost,,,,special_event,,50k_to_100k
773,Yes,30s,M,morning,daily,casual,,street,,,,sporty,,freestyle,white,black,"beige, brown",,,,,,,ENFP,good_impression,mood_boost,self_satisfaction,,,,unique_style,50k_to_100k
774,Yes,20s,M,morning,weekly,casual,,,,,,,,,,black,,,,,,,,ISFJ,,mood_boost,self_satisfaction,,,,,50k_to_100k
775,Yes,20s,F,afternoon,daily,,,,"classic, suit","romantic, lovely",,,,,white,,"beige, brown",,"pink, coral",,,,,ISFJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,,above_200k
776,Yes,30s,F,morning,daily,,"minimal, simple",,"classic, suit",,,,,,white,black,"beige, brown",blue,,,,,,ENFJ,good_impression,,,date_or_social,formal_occasion,,unique_style,50k_to_100k
777,Yes,30s,M,morning,daily,casual,,street,,,,sporty,,,,black,,,,,,,,ISFJ,good_impression,,self_satisfaction,,,,unique_style,100k_to_200k
778,Yes,30s,F,anytime,weekly,casual,"minimal, simple",,"classic, suit","romantic, lovely",,,,,white,black,,blue,,red,"green, mint",,,INTP,,mood_boost,,,,,,above_200k
779,Yes,40s,M,morning,weekly,,,,"classic, suit",,,,,,,black,"beige, brown",,,,,,,ESFJ,,mood_boost,,date_or_social,,,,100k_to_200k
780,Yes,30s,M,morning,weekly,,"minimal, simple",,,,,,"modern, chic",freestyle,,black,"beige, brown",,,,,,,ISTJ,good_impression,,,,formal_occasion,,unique_style,100k_to_200k
781,Yes,40s,M,anytime,daily,,,,"classic, suit",,,,,,white,black,,,,,,,,ENTJ,,,self_satisfaction,,,,,50k_to_100k
782,Yes,30s,M,morning,daily,,,,"classic, suit",,,,,,white,black,,,,,"green, mint",,"yellow, orange",ESTJ,good_impression,,,,,,,100k_to_200k
783,Yes,30s,M,morning,rarely,,,,,,vintage,,,freestyle,,black,"beige, brown",,,,,,,ISFP,good_impression,mood_boost,,date_or_social,,,,100k_to_200k
784,Yes,30s,M,afternoon,rarely,casual,,,,,,sporty,"modern, chic",,white,black,,,,,,,,ISFJ,good_impression,,,date_or_social,,,,100k_to_200k
785,Yes,30s,M,morning,weekly,,"minimal, simple",,,,,,"modern, chic",freestyle,white,black,,blue,,,"green, mint",,,INFP,good_impression,mood_boost,self_satisfaction,,formal_occasion,,unique_style,100k_to_200k
786,Yes,30s,F,morning,daily,casual,,,,,,,,,white,,"beige, brown",,,,,,,ESTP,good_impression,mood_boost,self_satisfaction,,,,,above_200k
787,Yes,30s,M,morning,weekly,,"minimal, simple",,,,,,,,white,black,"beige, brown",,,,,,,ISTP,good_impression,,self_satisfaction,,,,unique_style,100k_to_200k
788,Yes,40s,F,morning,rarely,casual,,,,,vintage,,"modern, chic",freestyle,white,,"beige, brown",blue,,,"green, mint",,,ESTJ,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
789,Yes,30s,M,afternoon,rarely,casual,,,,,,,,,,black,"beige, brown",,,,,,,ESTJ,good_impression,,,date_or_social,,,,50k_to_100k
790,Yes,30s,F,anytime,daily,,"minimal, simple",,,,,,,freestyle,white,black,,,"pink, coral",,,,,ISFP,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,,unique_style,above_200k
791,Yes,30s,F,anytime,daily,,,,,,,,"modern, chic",freestyle,white,black,,,"pink, coral",,,,,ESTJ,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
792,Yes,40s,M,morning,weekly,casual,,street,,,,sporty,"modern, chic",freestyle,white,black,"beige, brown",,,,"green, mint",,,INFP,good_impression,mood_boost,self_satisfaction,date_or_social,,,unique_style,50k_to_100k
793,Yes,20s,F,morning,weekly,,,,,"romantic, lovely",,,,,white,black,"beige, brown",,"pink, coral",,"green, mint",,,ISFJ,good_impression,,,,,,,100k_to_200k
794,Yes,20s,F,morning,weekly,,"minimal, simple",,"classic, suit","romantic, lovely",,,,,white,black,"beige, brown",,"pink, coral",,,,,ENFJ,good_impression,,,date_or_social,,,,50k_to_100k
795,Yes,20s,M,morning,daily,casual,,,,,,,,,,black,"beige, brown",,,,,,,INFJ,,,,,formal_occasion,,,50k_to_100k
796,Yes,40s,M,morning,weekly,casual,,,"classic, suit",,,,,,,black,,blue,,,,purple,,ENTJ,,,self_satisfaction,,formal_occasion,,,50k_to_100k
797,Yes,30s,M,afternoon,rarely,casual,,,,,,,,,white,black,"beige, brown",blue,,red,,,,ISTP,good_impression,,,,,special_event,,100k_to_200k
798,Yes,20s,F,morning,rarely,casual,,,,"romantic, lovely",,,,freestyle,white,black,,,,,,,"yellow, orange",ESTP,,,self_satisfaction,date_or_social,,,unique_style,above_200k
799,Yes,40s,M,morning,daily,casual,,,,,,,,,white,black,,,,,,,,ISFJ,good_impression,,,,,,,50k_to_100k
800,Yes,40s,M,anytime,daily,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",,,,,,,ISTJ,good_impression,,self_satisfaction,,,,unique_style,above_200k
801,Yes,20s,F,anytime,weekly,casual,"minimal, simple",,,,,,,freestyle,white,,"beige, brown",,,,,,,ESTJ,,mood_boost,self_satisfaction,date_or_social,,special_event,,above_200k
802,Yes,20s,M,morning,daily,casual,"minimal, simple",street,,,,,,,,black,,,,,,,,ENFP,,mood_boost,self_satisfaction,,,,,50k_to_100k
803,Yes,30s,M,morning,daily,casual,"minimal, simple",,,,,sporty,,,white,black,"beige, brown",,,,,,,ISTJ,good_impression,mood_boost,,,formal_occasion,,,50k_to_100k
804,Yes,40s,F,morning,weekly,,,,,,,,,freestyle,,,"beige, brown",blue,"pink, coral",,"green, mint",,,ISFP,,mood_boost,,,,,,100k_to_200k
805,Yes,20s,F,morning,daily,,,street,,,,,,freestyle,,black,"beige, brown",,,,"green, mint",,,INTP,good_impression,,self_satisfaction,,,,unique_style,above_200k
806,Yes,20s,M,morning,daily,casual,"minimal, simple",,,,,,,,white,,"beige, brown",,,,,,,ESTJ,good_impression,,,,,,,50k_to_100k
807,Yes,40s,M,morning,daily,casual,,,,,,,,,,black,"beige, brown",,,,,,,ISTJ,good_impression,,self_satisfaction,,,,,below_50k
808,Yes,30s,M,morning,rarely,casual,,,,,,,,,,black,"beige, brown",,,,,,,INTP,,,self_satisfaction,,,,,50k_to_100k
809,Yes,40s,M,anytime,daily,casual,,street,"classic, suit",,,sporty,"modern, chic",freestyle,white,black,,,,red,,purple,,ENTJ,,mood_boost,self_satisfaction,,formal_occasion,,,above_200k
810,Yes,30s,M,morning,rarely,casual,,,,,,,,,white,black,,,,,,,,ENTJ,good_impression,mood_boost,,,,,,50k_to_100k
811,Yes,30s,M,anytime,rarely,casual,,,,,,,,,white,black,"beige, brown",,,,,,,INTP,good_impression,mood_boost,,date_or_social,,,,50k_to_100k
812,Yes,20s,F,morning,daily,,,,,,vintage,,,freestyle,,,"beige, brown",blue,,,,,"yellow, orange",INFJ,good_impression,,,,,,,100k_to_200k
813,Yes,30s,F,morning,weekly,casual,"minimal, simple",,,,,,,,white,,,,"pink, coral",red,,,,ESTJ,,mood_boost,self_satisfaction,date_or_social,,,,above_200k
814,Yes,20s,F,anytime,daily,casual,"minimal, simple",,,"romantic, lovely",vintage,,,,white,black,,blue,"pink, coral",,,,,ESTP,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,above_200k
815,Yes,20s,M,morning,daily,casual,,,,,,,"modern, chic",freestyle,white,,"beige, brown",blue,,,,purple,,ISTP,good_impression,mood_boost,self_satisfaction,,,,,above_200k
816,Yes,30s,F,morning,daily,casual,,,"classic, suit",,,,"modern, chic",freestyle,white,black,,,,,"green, mint",,,ESTJ,good_impression,mood_boost,self_satisfaction,,formal_occasion,,unique_style,above_200k
817,Yes,30s,M,morning,daily,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",,,,"green, mint",,,INTJ,good_impression,,,date_or_social,,,,above_200k
818,Yes,30s,M,morning,daily,casual,,,"classic, suit",,,,,freestyle,white,black,,blue,,red,,,,ESFJ,good_impression,,self_satisfaction,,,,,50k_to_100k
819,Yes,40s,M,morning,daily,,,,"classic, suit",,,sporty,"modern, chic",,white,black,,,,,,,,ESTJ,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
820,Yes,30s,F,anytime,weekly,casual,,,,"romantic, lovely",,,,,,,"beige, brown",blue,"pink, coral",,"green, mint",purple,"yellow, orange",ENFJ,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
821,Yes,20s,F,morning,weekly,casual,"minimal, simple",,,,vintage,sporty,"modern, chic",freestyle,white,black,"beige, brown",,,,,,,ISFP,,mood_boost,self_satisfaction,,formal_occasion,,,50k_to_100k
822,Yes,40s,M,morning,weekly,casual,,,"classic, suit",,,,,,white,black,,blue,,,"green, mint",,,ISTP,good_impression,,,,,,,50k_to_100k
823,Yes,20s,M,morning,rarely,,,,,,,,"modern, chic",,white,black,"beige, brown",blue,,,,,,INTP,good_impression,,,,formal_occasion,,,50k_to_100k
824,Yes,30s,M,morning,daily,casual,,,,,,,,,white,black,"beige, brown",blue,,,"green, mint",,,ENFJ,good_impression,mood_boost,self_satisfaction,,,,,below_50k
825,Yes,20s,F,morning,weekly,casual,,,,"romantic, lovely",,,,,white,black,,,,,,,,ESTJ,,mood_boost,,date_or_social,,,,100k_to_200k
826,Yes,40s,M,morning,rarely,casual,"minimal, simple",street,,,,,"modern, chic",,,black,"beige, brown",,,,,,,ESTP,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
827,Yes,30s,M,morning,daily,casual,,street,,,,sporty,,,white,black,,blue,,red,,,,ISFP,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
